item_type,item_id,true_match_group,scenario_code,exception_code,expected_risk,expected_disposition,note
bank,BT-000456,SCN-05-G0446,SCN-05,,low,match,Member of a split payment
ledger,GL-000463,SCN-05-G0447,SCN-05,,low,match,Single ledger entry equal to 3 bank items
bank,BT-000457,SCN-05-G0447,SCN-05,,low,match,Member of a split payment
bank,BT-000458,SCN-05-G0447,SCN-05,,low,match,Member of a split payment
bank,BT-000459,SCN-05-G0447,SCN-05,,low,match,Member of a split payment
ledger,GL-000464,SCN-05-G0448,SCN-05,,low,match,Single ledger entry equal to 3 bank items
bank,BT-000460,SCN-05-G0448,SCN-05,,low,match,Member of a split payment
bank,BT-000461,SCN-05-G0448,SCN-05,,low,match,Member of a split payment
bank,BT-000462,SCN-05-G0448,SCN-05,,low,match,Member of a split payment
ledger,GL-000465,SCN-05-G0449,SCN-05,,low,match,Single ledger entry equal to 3 bank items
bank,BT-000463,SCN-05-G0449,SCN-05,,low,match,Member of a split payment
bank,BT-000464,SCN-05-G0449,SCN-05,,low,match,Member of a split payment
bank,BT-000465,SCN-05-G0449,SCN-05,,low,match,Member of a split payment
bank,BT-000466,,SCN-06,EXC-03,low,adjust,Bank fee with no ledger entry
bank,BT-000467,,SCN-06,EXC-03,low,adjust,Bank fee with no ledger entry
bank,BT-000468,,SCN-06,EXC-03,low,adjust,Bank fee with no ledger entry
bank,BT-000469,,SCN-06,EXC-03,low,adjust,Bank fee with no ledger entry
bank,BT-000470,,SCN-06,EXC-03,low,adjust,Bank fee with no ledger entry
bank,BT-000471,,SCN-06,EXC-03,low,adjust,Bank fee with no ledger entry
bank,BT-000472,,SCN-06,EXC-03,low,adjust,Bank fee with no ledger entry
bank,BT-000473,,SCN-06,EXC-03,low,adjust,Bank fee with no ledger entry
bank,BT-000474,,SCN-06,EXC-04,low,adjust,Interest credited by the bank
bank,BT-000475,,SCN-06,EXC-04,low,adjust,Interest credited by the bank
bank,BT-000476,,SCN-06,EXC-06,medium,adjust,"Returned deposit, ledger entry missing"
bank,BT-000477,,SCN-06,EXC-06,medium,adjust,"Returned deposit, ledger entry missing"
ledger,GL-000466,SCN-07-G0450,SCN-07,EXC-05,high,investigate,Ledger entry paid twice by the bank
bank,BT-000478,SCN-07-G0450,SCN-07,EXC-05,high,investigate,"Same amount, payee and near date as another bank item"
bank,BT-000479,SCN-07-G0450,SCN-07,EXC-05,high,investigate,"Same amount, payee and near date as another bank item"
ledger,GL-000467,SCN-07-G0451,SCN-07,EXC-05,high,investigate,Ledger entry paid twice by the bank
bank,BT-000480,SCN-07-G0451,SCN-07,EXC-05,high,investigate,"Same amount, payee and near date as another bank item"
bank,BT-000481,SCN-07-G0451,SCN-07,EXC-05,high,investigate,"Same amount, payee and near date as another bank item"
bank,BT-000482,SCN-07-G0452,SCN-07,EXC-05,high,investigate,Single receipt recorded twice in the ledger
ledger,GL-000468,SCN-07-G0452,SCN-07,EXC-05,high,investigate,"Same amount, counterparty and near date as another ledger entry"
ledger,GL-000469,SCN-07-G0452,SCN-07,EXC-05,high,investigate,"Same amount, counterparty and near date as another ledger entry"
bank,BT-000483,SCN-07-G0453,SCN-07,EXC-05,high,investigate,Single receipt recorded twice in the ledger
ledger,GL-000470,SCN-07-G0453,SCN-07,EXC-05,high,investigate,"Same amount, counterparty and near date as another ledger entry"
ledger,GL-000471,SCN-07-G0453,SCN-07,EXC-05,high,investigate,"Same amount, counterparty and near date as another ledger entry"
bank,BT-000484,SCN-07-G0454,SCN-07,EXC-05,high,investigate,Single receipt recorded twice in the ledger
ledger,GL-000472,SCN-07-G0454,SCN-07,EXC-05,high,investigate,"Same amount, counterparty and near date as another ledger entry"
ledger,GL-000473,SCN-07-G0454,SCN-07,EXC-05,high,investigate,"Same amount, counterparty and near date as another ledger entry"
bank,BT-000485,,SCN-08,EXC-07,high,unresolved,No credible ledger candidate
bank,BT-000486,,SCN-08,EXC-07,high,unresolved,No credible ledger candidate
ledger,GL-000474,,SCN-08,EXC-07,high,unresolved,No credible bank candidate
ledger,GL-000475,,SCN-08,EXC-07,high,unresolved,No credible bank candidate
ledger,GL-000476,,SCN-08,EXC-07,high,unresolved,No credible bank candidate
ledger,GL-000477,,SCN-08,EXC-07,high,unresolved,No credible bank candidate
ledger,GL-000478,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000479,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000480,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000481,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000482,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000483,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000484,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000485,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000486,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000487,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000488,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000489,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000490,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000491,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000492,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000493,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000494,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000495,,SCN-02,EXC-01,low,carry_forward,Check issued but not yet cleared at period end
ledger,GL-000496,,SCN-02,EXC-02,low,carry_forward,Deposit recorded but not yet on the statement at period end
ledger,GL-000497,,SCN-02,EXC-02,low,carry_forward,Deposit recorded but not yet on the statement at period end
ledger,GL-000498,,SCN-02,EXC-02,low,carry_forward,Deposit recorded but not yet on the statement at period end
ledger,GL-000499,,SCN-02,EXC-02,low,carry_forward,Deposit recorded but not yet on the statement at period end
ledger,GL-000500,,SCN-02,EXC-02,low,carry_forward,Deposit recorded but not yet on the statement at period end
ledger,GL-000501,,SCN-02,EXC-02,low,carry_forward,Deposit recorded but not yet on the statement at period end
ledger,GL-000502,,SCN-02,EXC-02,low,carry_forward,Deposit recorded but not yet on the statement at period end
